test_pack,#iter,time,turn,pass,all_iter,all_time,clock_per_sec
1PC,666,1.889,1000,1000,1000000,-1915.27,1000
1PC,667,1.893,1000,1000,1000000,-1915.27,1000
1PC,668,1.881,1000,1000,1000000,-1915.27,1000
1PC,669,1.881,1000,1000,1000000,-1915.27,1000
1PC,670,1.902,1000,1000,1000000,-1915.27,1000
1PC,671,1.874,1000,1000,1000000,-1915.27,1000
1PC,672,1.893,1000,1000,1000000,-1915.27,1000
1PC,673,1.889,1000,1000,1000000,-1915.27,1000
1PC,674,1.884,1000,1000,1000000,-1915.27,1000
1PC,675,1.884,1000,1000,1000000,-1915.27,1000
1PC,676,1.903,1000,1000,1000000,-1915.27,1000
1PC,677,1.895,1000,1000,1000000,-1915.27,1000
1PC,678,1.891,1000,1000,1000000,-1915.27,1000
1PC,679,1.894,1000,1000,1000000,-1915.27,1000
1PC,680,1.9,1000,1000,1000000,-1915.27,1000
1PC,681,1.894,1000,1000,1000000,-1915.27,1000
1PC,682,1.898,1000,1000,1000000,-1915.27,1000
1PC,683,1.896,1000,1000,1000000,-1915.27,1000
1PC,684,1.902,1000,1000,1000000,-1915.27,1000
1PC,685,1.897,1000,1000,1000000,-1915.27,1000
1PC,686,1.878,1000,1000,1000000,-1915.27,1000
1PC,687,1.89,1000,1000,1000000,-1915.27,1000
1PC,688,1.881,1000,1000,1000000,-1915.27,1000
1PC,689,1.886,1000,1000,1000000,-1915.27,1000
1PC,690,1.878,1000,1000,1000000,-1915.27,1000
1PC,691,1.891,1000,1000,1000000,-1915.27,1000
1PC,692,1.877,1000,1000,1000000,-1915.27,1000
1PC,693,1.883,1000,1000,1000000,-1915.27,1000
1PC,694,1.882,1000,1000,1000000,-1915.27,1000
1PC,695,1.887,1000,1000,1000000,-1915.27,1000
1PC,696,1.883,1000,1000,1000000,-1915.27,1000
1PC,697,1.89,1000,1000,1000000,-1915.27,1000
1PC,698,1.877,1000,1000,1000000,-1915.27,1000
1PC,699,1.883,1000,1000,1000000,-1915.27,1000
1PC,700,1.877,1000,1000,1000000,-1915.27,1000
1PC,701,1.904,1000,1000,1000000,-1915.27,1000
1PC,702,1.917,1000,1000,1000000,-1915.27,1000
1PC,703,1.968,1000,1000,1000000,-1915.27,1000
1PC,704,1.895,1000,1000,1000000,-1915.27,1000
1PC,705,1.884,1000,1000,1000000,-1915.27,1000
1PC,706,1.893,1000,1000,1000000,-1915.27,1000
1PC,707,1.872,1000,1000,1000000,-1915.27,1000
1PC,708,1.88,1000,1000,1000000,-1915.27,1000
1PC,709,1.874,1000,1000,1000000,-1915.27,1000
1PC,710,1.881,1000,1000,1000000,-1915.27,1000
1PC,711,1.879,1000,1000,1000000,-1915.27,1000
1PC,712,1.897,1000,1000,1000000,-1915.27,1000
1PC,713,1.885,1000,1000,1000000,-1915.27,1000
1PC,714,1.891,1000,1000,1000000,-1915.27,1000
1PC,715,1.893,1000,1000,1000000,-1915.27,1000
1PC,716,1.891,1000,1000,1000000,-1915.27,1000
1PC,717,1.887,1000,1000,1000000,-1915.27,1000
1PC,718,1.89,1000,1000,1000000,-1915.27,1000
1PC,719,1.876,1000,1000,1000000,-1915.27,1000
1PC,720,1.898,1000,1000,1000000,-1915.27,1000
1PC,721,1.88,1000,1000,1000000,-1915.27,1000
1PC,722,1.892,1000,1000,1000000,-1915.27,1000
1PC,723,1.888,1000,1000,1000000,-1915.27,1000
1PC,724,1.885,1000,1000,1000000,-1915.27,1000
1PC,725,1.889,1000,1000,1000000,-1915.27,1000
1PC,726,1.878,1000,1000,1000000,-1915.27,1000
1PC,727,1.894,1000,1000,1000000,-1915.27,1000
1PC,728,1.903,1000,1000,1000000,-1915.27,1000
1PC,729,1.893,1000,1000,1000000,-1915.27,1000
1PC,730,1.873,1000,1000,1000000,-1915.27,1000
1PC,731,1.898,1000,1000,1000000,-1915.27,1000
1PC,732,1.87,1000,1000,1000000,-1915.27,1000
1PC,733,1.888,1000,1000,1000000,-1915.27,1000
1PC,734,1.875,1000,1000,1000000,-1915.27,1000
1PC,735,1.885,1000,1000,1000000,-1915.27,1000
1PC,736,1.884,1000,1000,1000000,-1915.27,1000
1PC,737,1.885,1000,1000,1000000,-1915.27,1000
1PC,738,1.884,1000,1000,1000000,-1915.27,1000
1PC,739,1.89,1000,1000,1000000,-1915.27,1000
1PC,740,1.878,1000,1000,1000000,-1915.27,1000
1PC,741,1.897,1000,1000,1000000,-1915.27,1000
1PC,742,1.881,1000,1000,1000000,-1915.27,1000
1PC,743,1.889,1000,1000,1000000,-1915.27,1000
1PC,744,1.888,1000,1000,1000000,-1915.27,1000
1PC,745,1.896,1000,1000,1000000,-1915.27,1000
1PC,746,1.879,1000,1000,1000000,-1915.27,1000
1PC,747,1.882,1000,1000,1000000,-1915.27,1000
1PC,748,1.904,1000,1000,1000000,-1915.27,1000
1PC,749,1.89,1000,1000,1000000,-1915.27,1000
1PC,750,1.888,1000,1000,1000000,-1915.27,1000
1PC,751,1.881,1000,1000,1000000,-1915.27,1000
1PC,752,1.893,1000,1000,1000000,-1915.27,1000
1PC,753,1.878,1000,1000,1000000,-1915.27,1000
1PC,754,1.899,1000,1000,1000000,-1915.27,1000
1PC,755,1.882,1000,1000,1000000,-1915.27,1000
1PC,756,1.93,1000,1000,1000000,-1915.27,1000
1PC,757,1.879,1000,1000,1000000,-1915.27,1000
1PC,758,1.89,1000,1000,1000000,-1915.27,1000
1PC,759,1.876,1000,1000,1000000,-1915.27,1000
1PC,760,1.891,1000,1000,1000000,-1915.27,1000
1PC,761,1.88,1000,1000,1000000,-1915.27,1000
1PC,762,1.888,1000,1000,1000000,-1915.27,1000
1PC,763,1.873,1000,1000,1000000,-1915.27,1000
1PC,764,1.905,1000,1000,1000000,-1915.27,1000
1PC,765,1.871,1000,1000,1000000,-1915.27,1000
1PC,766,1.895,1000,1000,1000000,-1915.27,1000
1PC,767,1.894,1000,1000,1000000,-1915.27,1000
1PC,768,1.892,1000,1000,1000000,-1915.27,1000
1PC,769,1.891,1000,1000,1000000,-1915.27,1000
1PC,770,1.881,1000,1000,1000000,-1915.27,1000
1PC,771,1.891,1000,1000,1000000,-1915.27,1000
1PC,772,1.888,1000,1000,1000000,-1915.27,1000
1PC,773,1.905,1000,1000,1000000,-1915.27,1000
1PC,774,1.904,1000,1000,1000000,-1915.27,1000
1PC,775,1.904,1000,1000,1000000,-1915.27,1000
1PC,776,1.909,1000,1000,1000000,-1915.27,1000
1PC,777,1.907,1000,1000,1000000,-1915.27,1000
1PC,778,1.979,1000,1000,1000000,-1915.27,1000
1PC,779,1.901,1000,1000,1000000,-1915.27,1000
1PC,780,1.887,1000,1000,1000000,-1915.27,1000
1PC,781,1.887,1000,1000,1000000,-1915.27,1000
1PC,782,1.88,1000,1000,1000000,-1915.27,1000
1PC,783,1.897,1000,1000,1000000,-1915.27,1000
1PC,784,1.891,1000,1000,1000000,-1915.27,1000
1PC,785,1.894,1000,1000,1000000,-1915.27,1000
1PC,786,1.894,1000,1000,1000000,-1915.27,1000
1PC,787,1.884,1000,1000,1000000,-1915.27,1000
1PC,788,1.889,1000,1000,1000000,-1915.27,1000
1PC,789,1.897,1000,1000,1000000,-1915.27,1000
1PC,790,1.894,1000,1000,1000000,-1915.27,1000
1PC,791,1.888,1000,1000,1000000,-1915.27,1000
1PC,792,1.908,1000,1000,1000000,-1915.27,1000
1PC,793,1.885,1000,1000,1000000,-1915.27,1000
1PC,794,1.9,1000,1000,1000000,-1915.27,1000
1PC,795,1.883,1000,1000,1000000,-1915.27,1000
1PC,796,1.894,1000,1000,1000000,-1915.27,1000
1PC,797,1.884,1000,1000,1000000,-1915.27,1000
1PC,798,1.902,1000,1000,1000000,-1915.27,1000
1PC,799,1.875,1000,1000,1000000,-1915.27,1000
1PC,800,1.903,1000,1000,1000000,-1915.27,1000
1PC,801,1.893,1000,1000,1000000,-1915.27,1000
1PC,802,1.924,1000,1000,1000000,-1915.27,1000
1PC,803,2.032,1000,1000,1000000,-1915.27,1000
1PC,804,1.959,1000,1000,1000000,-1915.27,1000
1PC,805,2.526,1000,1000,1000000,-1915.27,1000
1PC,806,2.024,1000,1000,1000000,-1915.27,1000
1PC,807,2.01,1000,1000,1000000,-1915.27,1000
1PC,808,1.986,1000,1000,1000000,-1915.27,1000
1PC,809,1.96,1000,1000,1000000,-1915.27,1000
1PC,810,1.926,1000,1000,1000000,-1915.27,1000
1PC,811,2.008,1000,1000,1000000,-1915.27,1000
1PC,812,2.275,1000,1000,1000000,-1915.27,1000
1PC,813,2.335,1000,1000,1000000,-1915.27,1000
1PC,814,1.95,1000,1000,1000000,-1915.27,1000
1PC,815,1.961,1000,1000,1000000,-1915.27,1000
1PC,816,2.109,1000,1000,1000000,-1915.27,1000
1PC,817,2.004,1000,1000,1000000,-1915.27,1000
1PC,818,1.919,1000,1000,1000000,-1915.27,1000
1PC,819,1.937,1000,1000,1000000,-1915.27,1000
1PC,820,1.893,1000,1000,1000000,-1915.27,1000
1PC,821,1.894,1000,1000,1000000,-1915.27,1000
1PC,822,1.87,1000,1000,1000000,-1915.27,1000
1PC,823,1.894,1000,1000,1000000,-1915.27,1000
1PC,824,1.844,1000,1000,1000000,-1915.27,1000
1PC,825,1.857,1000,1000,1000000,-1915.27,1000
1PC,826,1.924,1000,1000,1000000,-1915.27,1000
1PC,827,1.879,1000,1000,1000000,-1915.27,1000
1PC,828,1.853,1000,1000,1000000,-1915.27,1000
1PC,829,1.908,1000,1000,1000000,-1915.27,1000
1PC,830,1.874,1000,1000,1000000,-1915.27,1000
1PC,831,1.874,1000,1000,1000000,-1915.27,1000
1PC,832,1.897,1000,1000,1000000,-1915.27,1000
1PC,833,1.952,1000,1000,1000000,-1915.27,1000
1PC,834,1.862,1000,1000,1000000,-1915.27,1000
1PC,835,2.059,1000,1000,1000000,-1915.27,1000
1PC,836,2.447,1000,1000,1000000,-1915.27,1000
1PC,837,2.022,1000,1000,1000000,-1915.27,1000
1PC,838,2.287,1000,1000,1000000,-1915.27,1000
1PC,839,2.002,1000,1000,1000000,-1915.27,1000
1PC,840,1.892,1000,1000,1000000,-1915.27,1000
1PC,841,1.99,1000,1000,1000000,-1915.27,1000
1PC,842,2.035,1000,1000,1000000,-1915.27,1000
1PC,843,1.895,1000,1000,1000000,-1915.27,1000
1PC,844,1.851,1000,1000,1000000,-1915.27,1000
1PC,845,1.897,1000,1000,1000000,-1915.27,1000
1PC,846,2.057,1000,1000,1000000,-1915.27,1000
1PC,847,2.02,1000,1000,1000000,-1915.27,1000
1PC,848,2.023,1000,1000,1000000,-1915.27,1000
1PC,849,2.188,1000,1000,1000000,-1915.27,1000
1PC,850,2.042,1000,1000,1000000,-1915.27,1000
1PC,851,1.926,1000,1000,1000000,-1915.27,1000
1PC,852,1.94,1000,1000,1000000,-1915.27,1000
1PC,853,1.995,1000,1000,1000000,-1915.27,1000
1PC,854,2.019,1000,1000,1000000,-1915.27,1000
1PC,855,1.935,1000,1000,1000000,-1915.27,1000
1PC,856,1.897,1000,1000,1000000,-1915.27,1000
1PC,857,1.998,1000,1000,1000000,-1915.27,1000
1PC,858,1.947,1000,1000,1000000,-1915.27,1000
1PC,859,1.982,1000,1000,1000000,-1915.27,1000
1PC,860,1.958,1000,1000,1000000,-1915.27,1000
1PC,861,1.921,1000,1000,1000000,-1915.27,1000
1PC,862,2.083,1000,1000,1000000,-1915.27,1000
1PC,863,2.033,1000,1000,1000000,-1915.27,1000
1PC,864,1.9,1000,1000,1000000,-1915.27,1000
1PC,865,1.909,1000,1000,1000000,-1915.27,1000
1PC,866,1.915,1000,1000,1000000,-1915.27,1000
1PC,867,1.924,1000,1000,1000000,-1915.27,1000
1PC,868,1.918,1000,1000,1000000,-1915.27,1000
1PC,869,1.992,1000,1000,1000000,-1915.27,1000
1PC,870,1.944,1000,1000,1000000,-1915.27,1000
1PC,871,1.856,1000,1000,1000000,-1915.27,1000
1PC,872,1.841,1000,1000,1000000,-1915.27,1000
1PC,873,1.88,1000,1000,1000000,-1915.27,1000
1PC,874,1.906,1000,1000,1000000,-1915.27,1000
1PC,875,1.877,1000,1000,1000000,-1915.27,1000
1PC,876,1.839,1000,1000,1000000,-1915.27,1000
1PC,877,1.861,1000,1000,1000000,-1915.27,1000
1PC,878,1.863,1000,1000,1000000,-1915.27,1000
1PC,879,1.881,1000,1000,1000000,-1915.27,1000
1PC,880,1.888,1000,1000,1000000,-1915.27,1000
1PC,881,1.87,1000,1000,1000000,-1915.27,1000
1PC,882,1.896,1000,1000,1000000,-1915.27,1000
1PC,883,1.874,1000,1000,1000000,-1915.27,1000
1PC,884,1.848,1000,1000,1000000,-1915.27,1000
1PC,885,1.863,1000,1000,1000000,-1915.27,1000
1PC,886,1.873,1000,1000,1000000,-1915.27,1000
1PC,887,1.869,1000,1000,1000000,-1915.27,1000
1PC,888,1.885,1000,1000,1000000,-1915.27,1000
1PC,889,1.873,1000,1000,1000000,-1915.27,1000
1PC,890,1.876,1000,1000,1000000,-1915.27,1000
1PC,891,1.837,1000,1000,1000000,-1915.27,1000
1PC,892,1.845,1000,1000,1000000,-1915.27,1000
1PC,893,1.84,1000,1000,1000000,-1915.27,1000
1PC,894,1.846,1000,1000,1000000,-1915.27,1000
1PC,895,1.846,1000,1000,1000000,-1915.27,1000
1PC,896,1.871,1000,1000,1000000,-1915.27,1000
1PC,897,1.945,1000,1000,1000000,-1915.27,1000
1PC,898,1.978,1000,1000,1000000,-1915.27,1000
1PC,899,2.042,1000,1000,1000000,-1915.27,1000
1PC,900,1.97,1000,1000,1000000,-1915.27,1000
1PC,901,1.916,1000,1000,1000000,-1915.27,1000
1PC,902,1.913,1000,1000,1000000,-1915.27,1000
1PC,903,1.903,1000,1000,1000000,-1915.27,1000
1PC,904,1.901,1000,1000,1000000,-1915.27,1000
1PC,905,1.916,1000,1000,1000000,-1915.27,1000
1PC,906,1.915,1000,1000,1000000,-1915.27,1000
1PC,907,1.911,1000,1000,1000000,-1915.27,1000
1PC,908,1.917,1000,1000,1000000,-1915.27,1000
1PC,909,1.916,1000,1000,1000000,-1915.27,1000
1PC,910,1.925,1000,1000,1000000,-1915.27,1000
1PC,911,2.296,1000,1000,1000000,-1915.27,1000
1PC,912,2.458,1000,1000,1000000,-1915.27,1000
1PC,913,2.243,1000,1000,1000000,-1915.27,1000
1PC,914,2.148,1000,1000,1000000,-1915.27,1000
1PC,915,2.033,1000,1000,1000000,-1915.27,1000
1PC,916,2.113,1000,1000,1000000,-1915.27,1000
1PC,917,1.951,1000,1000,1000000,-1915.27,1000
1PC,918,1.96,1000,1000,1000000,-1915.27,1000
1PC,919,1.909,1000,1000,1000000,-1915.27,1000
1PC,920,1.904,1000,1000,1000000,-1915.27,1000
1PC,921,1.924,1000,1000,1000000,-1915.27,1000
1PC,922,1.936,1000,1000,1000000,-1915.27,1000
1PC,923,1.984,1000,1000,1000000,-1915.27,1000
1PC,924,2.251,1000,1000,1000000,-1915.27,1000
1PC,925,1.941,1000,1000,1000000,-1915.27,1000
1PC,926,2.008,1000,1000,1000000,-1915.27,1000
1PC,927,2.183,1000,1000,1000000,-1915.27,1000
1PC,928,2.204,1000,1000,1000000,-1915.27,1000
1PC,929,1.98,1000,1000,1000000,-1915.27,1000
1PC,930,2.002,1000,1000,1000000,-1915.27,1000
1PC,931,1.981,1000,1000,1000000,-1915.27,1000
1PC,932,1.883,1000,1000,1000000,-1915.27,1000
1PC,933,1.859,1000,1000,1000000,-1915.27,1000
1PC,934,1.872,1000,1000,1000000,-1915.27,1000
1PC,935,1.841,1000,1000,1000000,-1915.27,1000
1PC,936,1.866,1000,1000,1000000,-1915.27,1000
1PC,937,1.961,1000,1000,1000000,-1915.27,1000
1PC,938,1.921,1000,1000,1000000,-1915.27,1000
1PC,939,1.938,1000,1000,1000000,-1915.27,1000
1PC,940,2.005,1000,1000,1000000,-1915.27,1000
1PC,941,1.885,1000,1000,1000000,-1915.27,1000
1PC,942,1.893,1000,1000,1000000,-1915.27,1000
1PC,943,1.895,1000,1000,1000000,-1915.27,1000
1PC,944,1.882,1000,1000,1000000,-1915.27,1000
1PC,945,1.904,1000,1000,1000000,-1915.27,1000
1PC,946,1.879,1000,1000,1000000,-1915.27,1000
1PC,947,1.891,1000,1000,1000000,-1915.27,1000
1PC,948,1.87,1000,1000,1000000,-1915.27,1000
1PC,949,1.892,1000,1000,1000000,-1915.27,1000
1PC,950,1.876,1000,1000,1000000,-1915.27,1000
1PC,951,1.866,1000,1000,1000000,-1915.27,1000
1PC,952,1.887,1000,1000,1000000,-1915.27,1000
1PC,953,1.872,1000,1000,1000000,-1915.27,1000
1PC,954,1.877,1000,1000,1000000,-1915.27,1000
1PC,955,1.904,1000,1000,1000000,-1915.27,1000
1PC,956,1.887,1000,1000,1000000,-1915.27,1000
1PC,957,1.872,1000,1000,1000000,-1915.27,1000
1PC,958,1.88,1000,1000,1000000,-1915.27,1000
1PC,959,1.896,1000,1000,1000000,-1915.27,1000
1PC,960,1.889,1000,1000,1000000,-1915.27,1000
1PC,961,1.898,1000,1000,1000000,-1915.27,1000
1PC,962,1.881,1000,1000,1000000,-1915.27,1000
1PC,963,1.896,1000,1000,1000000,-1915.27,1000
1PC,964,1.891,1000,1000,1000000,-1915.27,1000
1PC,965,1.914,1000,1000,1000000,-1915.27,1000
1PC,966,1.865,1000,1000,1000000,-1915.27,1000
1PC,967,1.89,1000,1000,1000000,-1915.27,1000
1PC,968,1.884,1000,1000,1000000,-1915.27,1000
1PC,969,1.872,1000,1000,1000000,-1915.27,1000
1PC,970,1.875,1000,1000,1000000,-1915.27,1000
1PC,971,1.899,1000,1000,1000000,-1915.27,1000
1PC,972,1.871,1000,1000,1000000,-1915.27,1000
1PC,973,1.871,1000,1000,1000000,-1915.27,1000
1PC,974,1.922,1000,1000,1000000,-1915.27,1000
1PC,975,1.866,1000,1000,1000000,-1915.27,1000
1PC,976,1.919,1000,1000,1000000,-1915.27,1000
1PC,977,1.938,1000,1000,1000000,-1915.27,1000
1PC,978,1.921,1000,1000,1000000,-1915.27,1000
1PC,979,1.914,1000,1000,1000000,-1915.27,1000
1PC,980,1.915,1000,1000,1000000,-1915.27,1000
1PC,981,1.916,1000,1000,1000000,-1915.27,1000
1PC,982,1.958,1000,1000,1000000,-1915.27,1000
1PC,983,1.906,1000,1000,1000000,-1915.27,1000
1PC,984,1.92,1000,1000,1000000,-1915.27,1000
1PC,985,1.92,1000,1000,1000000,-1915.27,1000
1PC,986,1.919,1000,1000,1000000,-1915.27,1000
1PC,987,1.923,1000,1000,1000000,-1915.27,1000
1PC,988,1.909,1000,1000,1000000,-1915.27,1000
1PC,989,1.955,1000,1000,1000000,-1915.27,1000
1PC,990,1.986,1000,1000,1000000,-1915.27,1000
1PC,991,1.977,1000,1000,1000000,-1915.27,1000
1PC,992,1.931,1000,1000,1000000,-1915.27,1000
1PC,993,1.917,1000,1000,1000000,-1915.27,1000
1PC,994,1.934,1000,1000,1000000,-1915.27,1000
1PC,995,1.915,1000,1000,1000000,-1915.27,1000
1PC,996,1.922,1000,1000,1000000,-1915.27,1000
1PC,997,1.919,1000,1000,1000000,-1915.27,1000
1PC,998,1.922,1000,1000,1000000,-1915.27,1000
1PC,999,1.915,1000,1000,1000000,-1915.27,1000
